credit_sco,credit_amo,tenure,balance,cred_card,active,saving,checking,clusters
534,5943,long term,good balance,no,yes,none,none,3
635,1213,new,excellent balance,no,yes,quite rich,none,2
491,1568,long term,excellent balance,yes,yes,moderate,none,2
516,1755,loyal,no balance,yes,no,little,little,2
530,2315,new,no balance,yes,no,little,little,2
687,1412,new,no balance,yes,yes,little,none,2
684,1295,long term,excellent balance,yes,yes,little,moderate,2
706,12612,new,good balance,no,yes,moderate,moderate,1
490,2249,long term,good balance,no,no,moderate,little,2
796,1108,loyal,excellent balance,yes,yes,little,little,2
849,618,new,no balance,no,yes,little,none,2
779,1409,loyal,good balance,yes,no,little,little,2
794,797,long term,good balance,yes,yes,none,none,2
748,3617,long term,excellent balance,yes,no,none,rich,0
663,1318,loyal,no balance,yes,no,rich,moderate,2
645,15945,new,excellent balance,no,yes,little,moderate,1
464,2012,loyal,excellent balance,yes,no,none,none,2
737,2622,loyal,no balance,yes,no,moderate,moderate,0
590,2337,long term,no balance,yes,no,little,moderate,2
522,7057,new,good balance,yes,yes,none,moderate,3
648,1469,new,no balance,yes,no,moderate,none,2
754,2323,long term,no balance,yes,yes,little,moderate,2
669,932,long term,excellent balance,yes,yes,little,none,2
648,1919,new,good balance,no,no,little,moderate,2
763,2445,new,no balance,yes,no,none,none,2
790,11938,new,no balance,yes,no,little,moderate,1
581,6458,long term,no balance,yes,yes,little,none,3
703,6078,loyal,no balance,yes,no,little,moderate,3
571,7721,loyal,good balance,no,no,none,little,3
657,1410,loyal,no balance,no,no,quite rich,moderate,2
737,1449,long term,no balance,no,no,moderate,moderate,2
793,392,loyal,good balance,no,no,little,rich,2
783,6260,new,good balance,yes,no,little,moderate,3
751,7855,long term,good balance,yes,no,little,none,3
579,1680,long term,no balance,yes,no,quite rich,little,2
655,3578,loyal,excellent balance,yes,no,none,none,0
614,7174,loyal,excellent balance,yes,yes,none,little,3
678,2132,new,good balance,yes,no,none,little,2
562,4281,long term,excellent balance,yes,no,quite rich,little,0
711,2366,long term,excellent balance,yes,no,quite rich,moderate,2
620,1835,new,good balance,yes,no,little,little,2
437,3868,loyal,good balance,no,yes,little,none,0
691,1768,loyal,good balance,yes,yes,little,none,2
552,781,long term,no balance,yes,no,little,rich,2
765,1924,long term,good balance,yes,yes,none,moderate,2
707,2121,loyal,good balance,no,no,little,little,2
764,701,long term,no balance,yes,no,little,little,2
585,639,loyal,excellent balance,no,no,little,moderate,2
784,1860,long term,no balance,yes,yes,little,moderate,2
605,3499,long term,good balance,yes,yes,little,little,0
699,8487,new,no balance,yes,no,none,moderate,3
544,6887,long term,no balance,no,yes,little,little,3
803,2708,loyal,excellent balance,yes,yes,little,none,0
735,1984,long term,excellent balance,yes,yes,little,none,2
673,10144,new,excellent balance,no,yes,moderate,none,1
652,1240,new,excellent balance,yes,yes,none,none,2
694,8613,new,excellent balance,no,no,rich,none,3
741,766,long term,no balance,yes,yes,quite rich,moderate,2
590,2728,new,no balance,yes,no,none,moderate,0
809,1881,new,no balance,no,yes,little,rich,2
523,709,new,excellent balance,yes,yes,rich,rich,2
540,4795,new,good balance,yes,no,little,moderate,0
596,3416,long term,no balance,yes,no,little,little,0
597,2462,loyal,no balance,yes,yes,little,little,2
407,2288,new,no balance,yes,yes,little,none,2
748,3566,new,excellent balance,yes,no,moderate,moderate,0
562,860,new,excellent balance,yes,yes,little,little,2
734,682,loyal,good balance,yes,yes,moderate,none,2
710,5371,new,no balance,yes,yes,little,little,3
539,1582,long term,good balance,no,yes,rich,none,2
542,1346,long term,good balance,yes,no,moderate,none,2
717,1924,new,good balance,yes,no,little,none,2
682,5848,loyal,excellent balance,yes,yes,little,rich,3
515,7758,new,no balance,yes,yes,rich,moderate,3
526,6967,loyal,good balance,yes,no,moderate,moderate,3
702,1282,long term,good balance,yes,yes,little,little,2
651,1288,new,good balance,no,no,moderate,little,2
792,339,long term,good balance,no,no,little,little,2
817,3512,new,good balance,yes,yes,moderate,moderate,0
674,1898,long term,good balance,yes,no,none,none,2
641,2872,loyal,no balance,no,no,moderate,none,0
513,1055,long term,good balance,yes,yes,little,none,2
561,1262,new,good balance,yes,yes,quite rich,none,2
627,7308,long term,good balance,yes,yes,little,moderate,3
682,909,long term,excellent balance,yes,yes,quite rich,none,2
683,2978,new,excellent balance,no,no,quite rich,none,0
420,1131,new,good balance,yes,yes,little,little,2
670,1577,new,good balance,yes,yes,rich,moderate,2
505,3972,long term,excellent balance,no,no,little,none,0
580,1935,new,excellent balance,yes,no,little,moderate,2
577,950,new,excellent balance,no,yes,little,little,2
773,763,loyal,excellent balance,no,no,little,none,2
616,2064,long term,excellent balance,no,no,little,moderate,2
763,1414,new,excellent balance,no,no,little,moderate,2
640,3414,loyal,excellent balance,yes,no,little,little,0
592,7485,new,excellent balance,no,no,none,none,3
528,2577,long term,good balance,yes,yes,little,little,0
630,338,long term,excellent balance,no,yes,quite rich,little,2
529,1963,new,excellent balance,yes,yes,little,none,2
546,571,loyal,no balance,yes,yes,little,little,2
753,9572,long term,no balance,yes,yes,little,none,3
772,4455,long term,excellent balance,yes,yes,little,moderate,0
567,1647,new,no balance,no,no,none,little,2
628,3777,long term,good balance,yes,no,rich,none,0
658,884,long term,no balance,no,no,little,moderate,2
679,1360,loyal,good balance,yes,yes,little,none,2
629,5129,new,excellent balance,no,no,little,moderate,0
731,1175,loyal,good balance,yes,yes,little,moderate,2
775,674,new,good balance,yes,no,moderate,little,2
660,3244,new,good balance,no,no,little,moderate,0
752,4591,new,no balance,yes,no,rich,none,0
655,3844,long term,good balance,yes,no,moderate,moderate,0
543,3915,long term,excellent balance,yes,yes,little,moderate,0
811,2108,loyal,no balance,yes,yes,little,none,2
689,3031,new,excellent balance,yes,no,moderate,moderate,0
531,1501,new,no balance,no,yes,little,moderate,2
515,1382,new,good balance,yes,yes,little,none,2
466,951,new,good balance,yes,no,moderate,moderate,2
782,2760,new,excellent balance,yes,yes,none,moderate,0
611,4297,loyal,no balance,yes,yes,little,moderate,0
621,936,loyal,excellent balance,yes,no,quite rich,none,2
604,1168,new,no balance,no,no,little,little,2
655,5117,new,good balance,yes,yes,little,none,0
689,902,new,no balance,yes,yes,little,little,2
681,1495,new,excellent balance,yes,yes,little,none,2
643,10623,new,excellent balance,yes,no,little,little,1
617,1935,long term,excellent balance,yes,yes,little,none,2
638,1424,new,excellent balance,no,yes,little,moderate,2
743,6568,long term,no balance,yes,no,little,little,3
828,1413,long term,excellent balance,yes,no,rich,none,2
776,3074,loyal,good balance,yes,yes,none,none,0
540,3835,long term,excellent balance,no,yes,none,none,0
616,5293,long term,excellent balance,yes,yes,little,little,0
628,1908,loyal,good balance,yes,no,little,rich,2
667,3342,long term,excellent balance,no,no,none,none,0
615,932,long term,no balance,yes,yes,none,moderate,2
543,3104,long term,excellent balance,yes,no,little,little,0
553,3913,long term,no balance,yes,yes,little,rich,0
554,3021,long term,excellent balance,yes,yes,little,little,0
684,1364,long term,no balance,yes,no,little,none,2
452,625,long term,no balance,yes,no,little,moderate,2
606,1200,new,good balance,no,yes,none,little,2
629,707,loyal,no balance,yes,no,little,none,2
659,2978,loyal,good balance,no,yes,none,none,0
493,4657,loyal,good balance,yes,yes,little,none,0
794,2613,loyal,excellent balance,yes,no,little,none,0
554,10961,long term,good balance,yes,no,rich,moderate,1
796,7865,loyal,excellent balance,yes,yes,little,little,3
807,1478,long term,no balance,no,yes,little,none,2
500,3149,loyal,excellent balance,yes,no,little,little,0
722,4210,new,no balance,yes,no,little,rich,0
559,2507,long term,excellent balance,yes,yes,quite rich,none,0
584,2141,new,no balance,yes,yes,moderate,none,2
834,866,loyal,excellent balance,no,yes,little,moderate,2
754,1544,long term,no balance,yes,yes,little,none,2
590,1823,long term,good balance,yes,yes,little,little,2
740,14555,long term,no balance,yes,yes,none,moderate,1
502,2767,new,good balance,yes,no,moderate,moderate,0
733,1291,long term,no balance,no,yes,little,none,2
755,2522,new,good balance,yes,yes,little,little,0
554,915,long term,good balance,no,yes,none,little,2
534,1595,long term,excellent balance,yes,no,little,none,2
656,4605,long term,no balance,yes,no,little,little,0
575,1185,long term,excellent balance,yes,yes,little,none,2
480,3447,loyal,good balance,yes,no,quite rich,none,0
575,1258,long term,no balance,yes,yes,little,none,2
672,717,new,no balance,yes,no,little,none,2
758,1204,long term,no balance,no,no,moderate,none,2
682,1925,long term,excellent balance,no,yes,little,rich,2
501,433,loyal,no balance,yes,no,little,none,2
746,666,long term,excellent balance,yes,yes,rich,little,2
556,2251,loyal,good balance,yes,no,little,rich,2
823,2150,long term,excellent balance,no,yes,little,moderate,2
491,4151,new,good balance,no,yes,moderate,none,0
638,2030,loyal,good balance,yes,yes,none,moderate,2
734,7418,new,no balance,yes,no,none,moderate,3
555,2684,loyal,good balance,yes,no,little,none,0
745,2149,new,good balance,yes,yes,little,little,2
728,3812,new,excellent balance,no,no,moderate,none,0
626,1154,loyal,no balance,no,no,moderate,none,2
681,1657,loyal,good balance,yes,yes,little,little,2
478,1603,long term,excellent balance,yes,no,little,little,2
709,5302,long term,no balance,yes,yes,little,little,0
562,2748,loyal,good balance,yes,no,little,none,0
769,1231,long term,excellent balance,yes,yes,little,none,2
684,802,new,good balance,yes,no,little,moderate,2
536,6304,loyal,good balance,yes,yes,none,none,3
631,1533,new,good balance,yes,yes,little,none,2
657,8978,long term,excellent balance,yes,no,little,little,3
699,999,new,good balance,no,yes,none,none,2
606,2662,long term,excellent balance,yes,yes,none,none,0
612,1402,new,excellent balance,no,yes,quite rich,none,2
660,12169,long term,good balance,yes,no,none,moderate,1
829,3060,long term,no balance,no,yes,little,moderate,0
567,11998,loyal,no balance,yes,no,little,little,1
850,2697,new,no balance,yes,yes,little,none,0
712,2404,new,no balance,no,no,little,none,2
562,1262,new,good balance,no,no,none,little,2
755,4611,new,no balance,yes,no,little,none,0
793,1901,new,good balance,no,no,moderate,none,2
471,3368,loyal,no balance,yes,yes,rich,none,0
707,1574,new,good balance,yes,yes,little,none,2
784,1445,loyal,excellent balance,no,no,none,rich,2
703,1520,new,excellent balance,yes,yes,none,none,2
704,3878,loyal,excellent balance,yes,no,moderate,moderate,0
662,10722,new,good balance,no,yes,little,little,1
636,4788,new,good balance,no,no,little,little,0
640,7582,long term,no balance,no,no,moderate,moderate,3
739,1092,new,no balance,yes,yes,little,moderate,2
767,1024,new,excellent balance,no,yes,little,little,2
753,1076,new,good balance,yes,no,little,none,2
714,9398,loyal,excellent balance,no,yes,little,moderate,3
707,6419,long term,no balance,yes,no,little,little,3
577,4796,long term,good balance,yes,no,little,rich,0
633,7629,new,no balance,yes,no,none,none,3
849,9960,loyal,good balance,yes,yes,little,moderate,1
614,4675,long term,excellent balance,no,no,none,none,0
558,1287,loyal,no balance,yes,no,none,none,2
832,2515,loyal,good balance,yes,no,little,none,0
567,2745,new,no balance,yes,yes,rich,moderate,0
587,672,loyal,excellent balance,yes,yes,little,none,2
712,3804,long term,good balance,yes,yes,little,moderate,0
655,1344,loyal,no balance,no,yes,none,rich,2
641,1038,long term,no balance,no,no,little,little,2
676,10127,long term,good balance,yes,no,quite rich,none,1
472,1543,loyal,good balance,no,yes,rich,none,2
644,4811,loyal,good balance,no,no,none,none,0
598,727,new,excellent balance,no,no,moderate,little,2
792,1237,loyal,excellent balance,yes,yes,little,moderate,2
700,276,long term,no balance,yes,no,little,moderate,2
616,5381,loyal,no balance,yes,no,none,moderate,3
743,5511,long term,good balance,yes,yes,moderate,none,3
427,3749,long term,no balance,yes,yes,little,rich,0
731,685,loyal,no balance,yes,yes,little,moderate,2
610,1494,long term,good balance,yes,yes,none,rich,2
724,2746,long term,excellent balance,no,no,little,little,0
653,708,loyal,excellent balance,yes,no,little,little,2
774,4351,new,excellent balance,yes,yes,none,moderate,0
547,701,loyal,excellent balance,yes,no,little,none,2
719,3643,new,no balance,no,no,little,little,0
740,4249,loyal,no balance,yes,no,little,moderate,0
543,1938,long term,good balance,yes,no,little,little,2
688,2910,loyal,good balance,no,no,little,little,0
474,2659,loyal,no balance,no,no,rich,little,0
505,1028,long term,excellent balance,yes,no,little,none,2
688,3398,new,no balance,yes,no,little,little,0
650,5801,new,excellent balance,yes,yes,none,none,3
610,1525,new,no balance,yes,no,rich,none,2
705,4473,long term,good balance,no,yes,little,rich,0
669,1068,long term,excellent balance,no,no,little,moderate,2
650,6615,loyal,no balance,yes,yes,little,little,3
550,1864,loyal,excellent balance,yes,no,moderate,none,2
595,7408,loyal,good balance,no,no,moderate,moderate,3
572,11590,long term,no balance,yes,no,moderate,none,1
622,4110,new,no balance,yes,yes,little,little,0
662,3384,loyal,good balance,no,no,little,little,0
783,2101,new,excellent balance,yes,yes,little,moderate,2
714,1275,long term,no balance,no,yes,none,little,2
671,4169,new,good balance,yes,no,little,little,0
600,1521,new,good balance,yes,no,little,moderate,2
847,5743,loyal,good balance,yes,no,little,moderate,3
650,3599,loyal,good balance,yes,yes,little,little,0
710,3213,long term,no balance,yes,no,quite rich,moderate,0
682,4439,loyal,good balance,yes,yes,little,moderate,0
642,3949,new,excellent balance,no,yes,little,rich,0
536,1459,long term,no balance,yes,yes,little,none,2
754,882,new,excellent balance,yes,no,little,moderate,2
678,3758,loyal,excellent balance,no,no,quite rich,moderate,0
533,1743,new,good balance,yes,no,moderate,none,2
741,1136,long term,excellent balance,yes,no,rich,moderate,2
757,1236,loyal,good balance,no,no,little,none,2
721,959,new,no balance,yes,yes,little,moderate,2
700,3229,new,good balance,yes,yes,none,none,0
663,6199,long term,excellent balance,yes,no,little,little,3
677,727,new,no balance,no,no,quite rich,none,2
655,1246,new,excellent balance,yes,no,little,moderate,2
832,2331,loyal,good balance,no,yes,none,none,2
721,4463,long term,excellent balance,yes,yes,little,none,0
542,776,loyal,good balance,no,yes,little,none,2
654,2406,long term,no balance,no,yes,little,little,2
821,1239,loyal,no balance,no,yes,none,moderate,2
508,3399,new,excellent balance,no,yes,none,rich,0
588,2247,new,excellent balance,yes,no,little,rich,2
691,1766,loyal,excellent balance,no,yes,little,none,2
664,2473,long term,excellent balance,yes,no,little,little,2
439,1542,loyal,no balance,yes,no,little,none,2
479,3850,long term,good balance,no,yes,little,none,0
850,3650,loyal,good balance,yes,no,little,little,0
518,3446,long term,no balance,no,yes,little,little,0
717,3001,loyal,good balance,yes,yes,little,moderate,0
698,3079,long term,excellent balance,yes,no,none,none,0
850,6070,long term,no balance,no,yes,little,none,3
700,2146,long term,no balance,yes,no,little,none,2
626,13756,long term,good balance,no,no,none,none,1
774,14782,loyal,no balance,yes,no,moderate,moderate,1
719,7685,long term,no balance,no,no,little,little,3
646,2320,new,no balance,yes,yes,little,none,2
485,846,new,excellent balance,yes,yes,none,none,2
784,14318,new,excellent balance,yes,yes,little,moderate,1
850,362,new,excellent balance,no,no,moderate,none,2
669,2212,loyal,excellent balance,yes,no,none,little,2
731,12976,new,no balance,yes,yes,little,moderate,1
721,1283,new,excellent balance,no,yes,none,none,2
515,1330,new,excellent balance,yes,yes,little,rich,2
774,4272,new,excellent balance,yes,yes,moderate,none,0
585,2238,loyal,no balance,yes,yes,little,none,2
695,1126,loyal,no balance,yes,no,none,none,2
729,7374,long term,good balance,no,no,little,moderate,3
713,2326,new,no balance,no,no,quite rich,moderate,2
555,1449,long term,excellent balance,no,yes,little,none,2
699,1820,new,excellent balance,yes,no,little,none,2
587,983,loyal,no balance,yes,no,rich,moderate,2
762,3249,loyal,excellent balance,yes,yes,little,little,0
510,1957,long term,no balance,yes,yes,little,little,2
842,2406,loyal,no balance,no,no,little,none,2
608,11760,long term,good balance,yes,no,moderate,moderate,1
850,2578,loyal,no balance,yes,yes,little,little,0
642,2348,long term,no balance,yes,yes,little,little,2
850,1223,long term,excellent balance,no,no,little,moderate,2
455,1516,long term,no balance,yes,yes,rich,none,2
726,1473,long term,no balance,yes,yes,little,none,2
544,1887,loyal,excellent balance,yes,yes,none,moderate,2
651,8648,long term,excellent balance,yes,no,little,none,3
814,802,long term,no balance,yes,yes,little,none,2
537,2899,new,no balance,yes,yes,none,moderate,0
553,2039,new,no balance,yes,no,little,moderate,2
800,2197,loyal,no balance,yes,no,none,none,2
791,1053,long term,no balance,yes,no,little,little,2
699,3235,loyal,excellent balance,yes,no,quite rich,none,0
756,939,long term,no balance,yes,yes,quite rich,rich,2
591,1967,long term,good balance,no,yes,little,moderate,2
850,7253,long term,good balance,no,no,little,none,3
760,2292,long term,excellent balance,yes,yes,little,none,2
569,1597,loyal,excellent balance,no,yes,quite rich,none,2
661,1381,long term,excellent balance,yes,no,none,little,2
670,5842,new,good balance,yes,yes,little,none,3
694,2579,new,no balance,no,yes,little,little,0
728,8471,long term,excellent balance,yes,no,none,little,3
764,2782,loyal,excellent balance,yes,no,quite rich,none,0
639,1042,loyal,no balance,yes,no,none,moderate,2
683,3186,new,no balance,no,yes,rich,none,0
663,2028,long term,no balance,yes,no,none,moderate,2
826,958,long term,excellent balance,no,no,little,moderate,2
735,1591,long term,no balance,yes,no,moderate,none,2
682,2762,new,no balance,yes,yes,none,moderate,0
663,2779,loyal,no balance,yes,yes,little,moderate,0
562,2743,loyal,excellent balance,yes,yes,little,none,0
696,1149,long term,good balance,no,no,rich,none,2
850,1313,new,good balance,yes,yes,little,none,2
719,1190,long term,good balance,yes,yes,little,little,2
804,3448,loyal,no balance,no,yes,little,none,0
604,11328,new,good balance,no,no,little,moderate,1
782,1872,new,no balance,yes,no,little,little,2
512,2058,loyal,good balance,yes,no,little,none,2
569,2136,new,good balance,yes,no,little,little,2
597,1484,long term,good balance,yes,no,none,moderate,2
753,660,new,good balance,yes,yes,quite rich,none,2
430,1287,loyal,no balance,yes,yes,rich,none,2
756,3394,loyal,excellent balance,yes,no,little,little,0
493,609,new,excellent balance,yes,no,little,rich,2
777,1884,loyal,excellent balance,yes,yes,little,none,2
779,1620,long term,no balance,yes,yes,little,little,2
702,2629,new,no balance,yes,yes,little,moderate,0
551,719,long term,excellent balance,no,no,little,none,2
749,5096,long term,good balance,yes,yes,little,moderate,0
742,1244,long term,excellent balance,no,yes,none,none,2
752,1842,long term,excellent balance,yes,yes,little,little,2
740,2576,new,good balance,yes,yes,little,moderate,0
576,1424,new,no balance,no,yes,none,rich,2
637,1512,new,excellent balance,yes,yes,rich,moderate,2
724,11054,long term,good balance,yes,yes,none,none,1
685,518,long term,good balance,yes,no,little,none,2
625,2759,long term,no balance,yes,no,little,none,0
571,2670,loyal,excellent balance,yes,no,little,none,0
584,4817,long term,no balance,yes,no,little,little,0
550,2679,long term,excellent balance,yes,no,little,none,0
662,3905,long term,excellent balance,no,yes,little,little,0
803,3386,new,no balance,yes,no,little,little,0
615,343,long term,no balance,yes,yes,little,little,2
481,4594,new,good balance,yes,yes,little,none,0
701,3620,new,no balance,yes,no,little,little,0
751,1721,loyal,excellent balance,no,yes,little,little,2
675,3017,loyal,no balance,yes,yes,little,moderate,0
733,754,long term,excellent balance,yes,yes,none,moderate,2
822,1950,long term,excellent balance,yes,no,little,none,2
559,2924,long term,no balance,yes,no,little,little,0
731,1659,long term,good balance,yes,yes,little,little,2
678,7238,new,excellent balance,yes,no,none,none,3
645,2764,loyal,no balance,yes,yes,little,none,0
701,4679,new,no balance,yes,no,little,none,0
554,3092,loyal,excellent balance,yes,yes,moderate,moderate,0
723,448,new,excellent balance,yes,no,little,little,2
766,654,new,good balance,no,no,little,little,2
597,1238,new,good balance,yes,no,none,none,2
574,1245,new,no balance,no,no,little,moderate,2
655,3114,new,good balance,yes,yes,little,little,0
780,2569,loyal,good balance,yes,no,quite rich,none,0
672,5152,long term,no balance,yes,yes,little,rich,0
717,1037,long term,no balance,yes,yes,moderate,moderate,2
521,1478,new,excellent balance,yes,yes,little,little,2
633,3573,long term,no balance,yes,yes,little,moderate,0
669,1201,new,good balance,yes,yes,little,moderate,2
740,3622,loyal,no balance,no,yes,rich,little,0
462,960,loyal,good balance,no,yes,rich,none,2
619,1163,long term,no balance,yes,yes,quite rich,none,2
665,1209,long term,no balance,yes,yes,little,moderate,2
655,3077,loyal,no balance,no,no,little,none,0
463,3757,loyal,excellent balance,yes,no,little,none,0
799,1418,new,good balance,yes,no,moderate,none,2
713,3518,new,excellent balance,no,no,little,none,0
807,1934,new,excellent balance,yes,yes,little,none,2
728,8318,new,good balance,yes,yes,little,moderate,3
582,1237,new,excellent balance,no,yes,moderate,none,2
704,368,new,excellent balance,yes,yes,none,moderate,2
714,2122,loyal,good balance,yes,no,little,little,2
628,2996,loyal,good balance,yes,yes,none,little,0
809,9034,new,good balance,yes,no,moderate,moderate,3
547,1585,long term,no balance,no,no,little,none,2
560,1301,long term,no balance,yes,no,little,moderate,2
811,1323,long term,good balance,yes,yes,moderate,rich,2
584,3123,long term,no balance,yes,no,little,little,0
691,5493,new,no balance,no,no,little,little,3
680,1126,long term,excellent balance,yes,no,moderate,rich,2
588,1216,loyal,excellent balance,yes,yes,moderate,moderate,2
721,1207,long term,good balance,yes,no,little,little,2
850,1309,long term,no balance,yes,no,none,none,2
529,2360,loyal,excellent balance,yes,no,quite rich,rich,2
622,6850,loyal,no balance,yes,no,moderate,moderate,3
683,1413,loyal,no balance,no,yes,little,none,2
575,8588,long term,excellent balance,yes,yes,moderate,none,3
577,759,new,no balance,yes,yes,little,little,2
510,4686,new,good balance,yes,no,little,none,0
652,2687,long term,good balance,yes,yes,little,rich,0
569,585,new,good balance,yes,no,little,moderate,2
687,2255,new,no balance,no,no,none,none,2
822,609,loyal,good balance,yes,no,little,little,2
656,1361,long term,excellent balance,no,yes,little,little,2
745,7127,new,good balance,yes,yes,little,none,3
386,1203,new,excellent balance,yes,yes,moderate,little,2
684,700,new,excellent balance,no,no,none,none,2
635,5507,new,no balance,yes,no,little,none,3
582,3190,new,no balance,yes,yes,little,little,0
613,7119,long term,no balance,yes,yes,little,little,3
795,3488,loyal,good balance,yes,no,moderate,none,0
659,1113,new,excellent balance,no,yes,little,moderate,2
745,7966,long term,no balance,yes,no,little,moderate,3
604,1532,loyal,no balance,yes,yes,moderate,none,2
509,1503,loyal,excellent balance,yes,yes,little,none,2
706,2302,long term,excellent balance,yes,no,little,little,2
619,662,long term,good balance,yes,yes,little,little,2
572,2273,loyal,good balance,yes,yes,little,moderate,2
695,2631,long term,good balance,yes,no,moderate,moderate,0
543,1503,new,good balance,yes,yes,little,none,2
640,1311,long term,good balance,yes,yes,moderate,none,2
672,3105,new,no balance,yes,no,none,none,0
701,2319,loyal,excellent balance,no,yes,little,rich,2
634,1374,loyal,no balance,yes,yes,none,little,2
531,3612,long term,good balance,no,no,little,moderate,0
699,7763,new,no balance,yes,no,little,little,3
605,3049,loyal,good balance,yes,yes,little,rich,0
534,1534,long term,no balance,yes,no,little,moderate,2
449,2032,new,good balance,no,no,little,none,2
684,6350,long term,excellent balance,yes,no,none,little,3
622,2864,loyal,good balance,no,no,little,rich,0
714,1255,new,no balance,yes,no,little,none,2
712,1333,loyal,no balance,yes,no,little,little,2
783,2022,long term,excellent balance,yes,yes,little,none,2
743,1552,loyal,excellent balance,yes,no,little,none,2
683,626,long term,good balance,yes,yes,little,little,2
654,8858,long term,good balance,yes,no,none,none,3
700,996,new,excellent balance,yes,no,none,none,2
744,1750,new,good balance,yes,no,quite rich,none,2
645,6999,new,excellent balance,yes,no,little,little,3
525,1995,new,good balance,yes,no,moderate,moderate,2
732,1199,new,good balance,no,no,little,moderate,2
721,1331,long term,no balance,yes,yes,little,moderate,2
622,2278,long term,excellent balance,yes,yes,moderate,moderate,2
654,5003,long term,excellent balance,yes,yes,none,none,0
529,3552,new,excellent balance,yes,yes,little,little,0
720,1928,long term,no balance,yes,yes,little,moderate,2
850,2964,loyal,good balance,yes,no,none,little,0
667,1546,new,excellent balance,yes,no,little,little,2
620,683,new,no balance,yes,yes,little,rich,2
616,12389,loyal,no balance,yes,yes,none,moderate,1
637,4712,new,excellent balance,yes,no,none,moderate,0
710,1553,new,good balance,yes,no,moderate,moderate,2
717,1372,new,good balance,no,no,little,little,2
786,2578,new,excellent balance,yes,yes,rich,none,0
651,3979,loyal,no balance,yes,no,none,moderate,0
530,6758,long term,excellent balance,no,yes,little,little,3
815,3234,long term,no balance,no,no,little,little,0
715,5954,loyal,good balance,no,no,little,none,3
496,5433,long term,excellent balance,yes,yes,none,none,3
680,806,new,no balance,yes,no,little,little,2
646,1082,long term,good balance,no,no,little,moderate,2
807,2788,new,excellent balance,yes,yes,little,none,0
727,2930,long term,no balance,yes,no,little,moderate,0
787,1927,long term,no balance,yes,no,none,none,2
806,2820,long term,no balance,no,no,little,moderate,0
603,937,new,excellent balance,yes,no,little,none,2
649,1056,new,no balance,no,yes,little,moderate,2
547,3124,new,excellent balance,yes,no,little,moderate,0
684,1388,new,good balance,yes,yes,little,none,2
477,2384,loyal,good balance,yes,yes,little,moderate,2
558,2133,new,excellent balance,yes,yes,none,none,2
695,2039,new,no balance,yes,yes,little,little,2
592,2799,long term,good balance,yes,no,little,little,0
789,1289,long term,excellent balance,yes,yes,little,little,2
597,1217,new,excellent balance,yes,no,little,little,2
839,2246,new,excellent balance,yes,yes,little,little,2
405,385,long term,excellent balance,yes,yes,little,little,2
658,1965,long term,no balance,yes,no,none,moderate,2
684,1572,new,good balance,yes,yes,rich,none,2
633,2718,loyal,no balance,yes,no,little,moderate,0
589,1358,loyal,no balance,yes,no,none,little,2
750,931,new,excellent balance,yes,yes,moderate,moderate,2
771,1442,long term,excellent balance,yes,yes,little,little,2
812,4241,new,excellent balance,no,yes,little,moderate,0
539,2775,new,no balance,yes,yes,little,none,0
670,3863,long term,good balance,yes,yes,little,none,0
673,2329,long term,no balance,yes,yes,little,moderate,2
538,918,new,good balance,no,no,little,moderate,2
575,1837,loyal,excellent balance,no,no,little,moderate,2
682,3349,long term,no balance,no,yes,little,none,0
712,1275,new,excellent balance,yes,no,little,rich,2
598,2828,long term,no balance,yes,yes,quite rich,little,0
776,4526,long term,no balance,no,yes,little,none,0
606,2671,loyal,good balance,no,yes,moderate,moderate,0
686,2051,long term,good balance,yes,yes,little,none,2
850,1300,new,excellent balance,no,yes,none,none,2
642,741,new,excellent balance,yes,yes,moderate,little,2
606,1240,new,excellent balance,yes,no,moderate,rich,2
627,3357,long term,good balance,yes,yes,rich,little,0
850,3632,new,no balance,yes,no,little,little,0
850,1808,loyal,excellent balance,yes,yes,little,none,2
724,12204,long term,good balance,yes,yes,none,moderate,1
579,9157,long term,no balance,yes,yes,none,moderate,3
727,3676,new,no balance,yes,no,little,little,0
813,3441,long term,good balance,no,yes,moderate,moderate,0
642,640,loyal,good balance,no,no,little,none,2
669,3652,loyal,no balance,yes,no,little,moderate,0
574,1530,new,good balance,no,no,little,none,2
774,3914,long term,no balance,no,no,none,none,0
735,1858,new,no balance,no,no,little,little,2
639,2600,loyal,excellent balance,yes,no,little,little,0
738,1979,new,no balance,yes,no,none,none,2
835,2116,loyal,excellent balance,yes,yes,little,rich,2
637,1437,new,excellent balance,yes,yes,moderate,moderate,2
589,4042,long term,excellent balance,no,yes,quite rich,none,0
591,3832,loyal,excellent balance,yes,yes,none,none,0
723,3660,long term,excellent balance,no,no,little,little,0
831,1553,new,good balance,yes,yes,little,little,2
733,1444,loyal,good balance,yes,yes,none,moderate,2
731,1980,long term,no balance,yes,no,little,none,2
654,1355,loyal,no balance,yes,no,little,moderate,2
828,1393,long term,no balance,yes,no,little,none,2
590,1376,long term,excellent balance,yes,yes,quite rich,none,2
657,15653,long term,good balance,yes,yes,little,none,1
531,1493,new,excellent balance,yes,yes,little,none,2
516,4370,long term,good balance,no,no,little,little,0
561,750,new,good balance,no,yes,little,little,2
682,1308,new,good balance,yes,yes,little,moderate,2
575,4623,long term,no balance,yes,yes,moderate,none,0
623,1851,long term,no balance,yes,no,little,none,2
